,tissue,cell_type_2,Class,gene,ending,gain,gene_count,cell_count,X,a_column,BH,nlogq
0,blood,nk cell,immune,IFNG,20.30427150380339,15.63501080341429,14,6,blood_immune,IFNGblood.nk cell,5e-08,7.301029995663981
1,blood,neutrophil,immune,CCL5,19.01066925315228,19.01066925315228,20,11,blood_immune,CCL5blood.neutrophil,5e-08,7.301029995663981
2,blood,t cell,immune,IGFBP2,15.84081154896605,14.315757082735109,21,8,blood_immune,IGFBP2blood.t cell,5e-08,7.301029995663981
3,blood,monocyte,immune,IL1B,13.8426379366634,10.72979746973733,11,11,blood_immune,IL1Bblood.monocyte,5e-08,7.301029995663981
4,blood,monocyte,immune,MMP9,12.76526281423441,11.35475697765853,11,16,blood_immune,MMP9blood.monocyte,5e-08,7.301029995663981
5,blood,monocyte,immune,CXCL1,12.602024159320921,8.030039723523261,11,6,blood_immune,CXCL1blood.monocyte,5e-08,7.301029995663981
6,blood,t cell,immune,IFNG,11.74404994147483,9.12967085650751,21,6,blood_immune,IFNGblood.t cell,5e-08,7.301029995663981
7,blood,monocyte,immune,SERPINB2,9.20666013712047,5.21833328887144,11,6,blood_immune,SERPINB2blood.monocyte,5e-08,7.301029995663981
8,blood,monocyte,immune,CCL3,8.61900097943192,5.55479864480157,11,16,blood_immune,CCL3blood.monocyte,5e-08,7.301029995663981
9,blood,memory b cell,immune,MMP9,8.61423220973782,7.8816314771370894,9,16,blood_immune,MMP9blood.memory b cell,0.00016510108536923665,3.7822500716898357
10,blood,neutrophil,immune,BCL2L1,8.53540252182347,8.53540252182347,20,6,blood_immune,BCL2L1blood.neutrophil,0.0008013565118267311,3.0961742296424535
11,blood,t cell,immune,MMP9,8.50565743269606,8.28779250894878,21,16,blood_immune,MMP9blood.t cell,5e-08,7.301029995663981
12,blood,nk cell,immune,MMP9,7.72381509654768,7.5292625673648,14,16,blood_immune,MMP9blood.nk cell,3.78265634390356e-07,6.422203112771696
13,blood,t cell,immune,GLB1,7.5692547795552,3.64768615210422,21,7,blood_immune,GLB1blood.t cell,0.00015482242521559715,3.810166133820936
14,blood,t cell,immune,CXCR2,7.17908700741318,6.30762731242408,21,7,blood_immune,CXCR2blood.t cell,9.287761246625107e-06,5.032088957202081
15,blood,naive b cell,immune,MMP9,7.1330589849108295,7.00251068203877,10,16,blood_immune,MMP9blood.naive b cell,9.209054135467769e-07,6.035784974020536
16,blood,monocyte,immune,CCL4,6.3010120796604605,3.7231910679873104,11,18,blood_immune,CCL4blood.monocyte,5e-08,7.301029995663981
17,blood,neutrophil,immune,IGFBP7,6.1105722599418,4.6974416685564995,20,8,blood_immune,IGFBP7blood.neutrophil,0.007962357877772266,2.098958306424268
18,blood,nk cell,immune,TIMP2,5.9684025746050295,2.85556210767896,14,11,blood_immune,TIMP2blood.nk cell,0.0018880155932894445,2.723994423146215
19,blood,neutrophil,immune,IL1B,5.62560620756547,5.62560620756547,20,11,blood_immune,IL1Bblood.neutrophil,0.001449821999665257,2.838685314529476
20,blood,nk cell,immune,CXCL8,5.32475131655939,4.15743614146211,14,9,blood_immune,CXCL8blood.nk cell,0.00029277760101795,3.533462152089078
21,blood,monocyte,immune,CXCL3,5.125693764283381,2.45059648801879,11,6,blood_immune,CXCL3blood.monocyte,9.51419977886541e-06,5.021627733518606
22,blood,t cell,immune,MMP25,4.99414748341787,3.03336316969237,21,6,blood_immune,MMP25blood.t cell,0.0011131451165730668,2.9534482146242502
23,blood,t cell,immune,CXCL8,4.91611392898946,3.39105946275852,21,9,blood_immune,CXCL8blood.t cell,0.00177329007508963,2.751220216623307
24,blood,neutrophil,immune,CCL4,4.84966052376333,4.84966052376333,20,18,blood_immune,CCL4blood.neutrophil,0.00011041682290651109,3.9569647532475143
25,blood,nk cell,immune,MMP25,4.739613809245171,3.5722986341478897,14,6,blood_immune,MMP25blood.nk cell,0.00026821735375655596,3.571513126570566
26,blood,t cell,immune,VEGFA,4.60397971127584,2.64319539755035,21,6,blood_immune,VEGFAblood.t cell,0.003061190657566663,2.5141096207618445
27,blood,naive b cell,immune,CCL3,4.526748971193411,3.74345915396104,10,16,blood_immune,CCL3blood.naive b cell,0.0006891442178036111,3.161689883401209
28,blood,monocyte,immune,MMP8,4.50538687561214,4.35947247872498,11,6,blood_immune,MMP8blood.monocyte,5e-08,7.301029995663981
29,blood,memory b cell,immune,CCL3,4.49438202247191,4.12808165617154,9,16,blood_immune,CCL3blood.memory b cell,0.018467965798070085,1.7335809384160656
30,blood,monocyte,immune,MMP19,4.4400914136467495,1.08406028524208,11,7,blood_immune,MMP19blood.monocyte,0.0024698241261942415,2.60733397133256
31,blood,nk cell,immune,MMP8,4.33001755412521,4.13546502494234,14,6,blood_immune,MMP8blood.nk cell,7.28310102349791e-05,4.137683665928828
32,blood,t cell,immune,CDKN1A,4.25282871634803,3.5992339451062,21,8,blood_immune,CDKN1Ablood.t cell,0.001180636583438165,2.927883763771806
33,blood,t cell,immune,FOXO4,3.9406944986344103,2.41564003240347,21,8,blood_immune,FOXO4blood.t cell,0.0057543745692312,2.2400018720154455
34,blood,nk cell,immune,CDKN1A,3.92042129900526,3.33676371145662,14,8,blood_immune,CDKN1Ablood.nk cell,0.001658678360469774,2.7802378212184156
35,blood,nk cell,immune,FOXO4,3.8033937975424195,2.24697356407938,14,8,blood_immune,FOXO4blood.nk cell,0.007738180082723373,2.1113611676074076
36,blood,t cell,immune,IRF5,3.58954350370659,1.6287591899811,21,12,blood_immune,IRF5blood.t cell,0.017388707245875677,1.7597327041877397
37,blood,monocyte,immune,CXCL5,3.55860267711394,2.6831162957909798,11,7,blood_immune,CXCL5blood.monocyte,2.6870278082265745e-06,5.570727839001569
38,blood,t cell,immune,MMP8,3.39445961763558,3.1765946938883003,21,6,blood_immune,MMP8blood.t cell,0.0005902642509790214,3.228953518782337
39,blood,t cell,immune,CDKN2A,3.2383925087787704,1.71333804254783,21,13,blood_immune,CDKN2Ablood.t cell,0.022303602132985066,1.651624990757044
40,blood,naive b cell,immune,MMP8,3.15500685871056,3.02445855583849,10,6,blood_immune,MMP8blood.naive b cell,0.0008779384502911022,3.056535930148477
41,blood,naive b cell,immune,CXCL8,2.88065843621399,1.96682031610955,10,9,blood_immune,CXCL8blood.naive b cell,0.021985523173250553,1.6578631953364111
42,blood,naive b cell,immune,MMP25,2.88065843621399,2.4890135275978,10,6,blood_immune,MMP25blood.naive b cell,0.0035893932966937275,2.444978952581864
43,blood,memory b cell,immune,MMP25,2.2471910112359503,1.88089064493558,9,6,blood_immune,MMP25blood.memory b cell,0.041578378526590035,1.381132451288471
44,blood,memory b cell,immune,MMP8,2.2471910112359503,1.88089064493558,9,6,blood_immune,MMP8blood.memory b cell,0.029558324669017977,1.5293201848786953
45,blood,neutrophil,immune,EREG,2.23084384093113,2.23084384093113,20,6,blood_immune,EREGblood.neutrophil,0.03140970583578725,1.5029361309205846
46,blood,t cell,immune,IGFBP3,2.22395630120952,1.5703615299676899,21,10,blood_immune,IGFBP3blood.t cell,0.008430620603686134,2.074140454457604
47,blood,t cell,immune,CXCL5,1.59968786578228,1.381822942035,21,7,blood_immune,CXCL5blood.t cell,0.03725985361538731,1.4287588556704367
48,blood,t cell,immune,TGFB3,1.48263753413968,1.04690768664512,21,6,blood_immune,TGFB3blood.t cell,0.03479812442556686,1.4584441633401422
49,bone marrow,t cell,immune,VEGFB,19.814995131450818,18.09085720041634,21,6,bone marrow_immune,VEGFBbone marrow.t cell,2.876844485916273e-06,5.541083614207647
50,bone marrow,t cell,immune,IRF7,13.48588120740019,12.62381224188295,21,9,bone marrow_immune,IRF7bone marrow.t cell,2.513049147401711e-06,5.599799017879112
51,bone marrow,t cell,immune,PIGF,12.07400194741966,8.625726085350701,21,6,bone marrow_immune,PIGFbone marrow.t cell,0.00010576330866734565,3.9756649713087553
52,bone marrow,t cell,immune,CCL3,9.98052580331061,8.25638787227613,21,16,bone marrow_immune,CCL3bone marrow.t cell,0.0008005650243703889,3.096603387569342
53,bone marrow,t cell,immune,BCL2L1,8.81207400194742,7.95000503643017,21,6,bone marrow_immune,BCL2L1bone marrow.t cell,0.0016682313495389775,2.777743721767216
54,bone marrow,t cell,immune,TFEB,8.47127555988315,5.88506866333143,21,10,bone marrow_immune,TFEBbone marrow.t cell,0.0013622590814543615,2.8657402882046425
55,bone marrow,t cell,immune,GLB1,7.93573515092502,3.62539032333881,21,7,bone marrow_immune,GLB1bone marrow.t cell,0.02149371674906333,1.6676884786901245
56,bone marrow,t cell,immune,MMP9,6.2317429406037,5.36967397508645,21,16,bone marrow_immune,MMP9bone marrow.t cell,0.0011028530626183244,2.957482346440097
57,bone marrow,t cell,immune,IGFBP3,5.30671859785783,4.44464963234059,21,10,bone marrow_immune,IGFBP3bone marrow.t cell,0.004135952653102673,2.383424441532571
58,bone marrow,t cell,immune,MMP8,4.08958130477117,3.22751233925393,21,6,bone marrow_immune,MMP8bone marrow.t cell,0.016728401317297175,1.776545561264212
59,bone marrow,t cell,immune,FOXO4,2.92112950340798,2.05906053789074,21,8,bone marrow_immune,FOXO4bone marrow.t cell,0.0398773563378969,1.399273640879941
60,bone marrow,t cell,immune,TIMP2,2.72638753651411,1.8643185709968702,21,11,bone marrow_immune,TIMP2bone marrow.t cell,0.04285776142926502,1.3679705170157797
61,bone marrow,t cell,immune,IRF5,2.38558909444985,1.52352012893261,21,12,bone marrow_immune,IRF5bone marrow.t cell,0.042799208618904364,1.3685642612583333
62,heart,endothelial cell,endothelial,CTSB,8.5378499827169,3.6764706338028703,7,6,heart_endothelial,CTSBheart.endothelial cell,4.844118967940082e-06,5.31478519945024
63,heart,endothelial cell,endothelial,IRF7,5.08123055651572,1.82102467515466,7,9,heart_endothelial,IRF7heart.endothelial cell,0.0002071878825822768,3.6836356479689814
64,heart,endothelial cell,endothelial,CDKN1B,3.28378845489111,1.95838440634671,7,6,heart_endothelial,CDKN1Bheart.endothelial cell,0.00013247050670993476,3.8778808024735736
65,heart,endothelial cell,endothelial,CXCL1,1.7628759073625901,1.7628759073625901,7,6,heart_endothelial,CXCL1heart.endothelial cell,2.581748371326962e-05,4.588086088277778
66,heart,endothelial cell,endothelial,MMP15,1.65917732457656,1.03832957391959,7,10,heart_endothelial,MMP15heart.endothelial cell,0.01231761551353272,1.9094733562578745
67,heart,myeloid cell,immune,PLAU,6.44808743169398,2.31706496888439,3,8,heart_immune,PLAUheart.myeloid cell,0.012933423320641598,1.8882865074098267
68,heart,lymphoid cell,immune,PLAU,3.1578947368421,3.1578947368421,8,8,heart_immune,PLAUheart.lymphoid cell,0.04269915191216644,1.3695807508186304
69,heart,myeloid cell,immune,CCL3,2.40437158469945,1.7057173984414702,3,16,heart_immune,CCL3heart.myeloid cell,0.006230100693537283,2.205504934031969
70,heart,myeloid cell,immune,CCL4,1.85792349726775,1.85792349726775,3,18,heart_immune,CCL4heart.myeloid cell,0.003670454014377511,2.4352802126570166
71,heart,cardiomyocyte,parenchymal,CTSB,21.725143259274148,20.33775083680764,12,6,heart_parenchymal,CTSBheart.cardiomyocyte,5e-08,7.301029995663981
72,heart,cardiomyocyte,parenchymal,CDKN1A,5.74042424851714,5.74042424851714,12,8,heart_parenchymal,CDKN1Aheart.cardiomyocyte,5e-08,7.301029995663981
73,heart,cardiomyocyte,parenchymal,CCL2,2.77470594148989,1.8031377603954801,12,10,heart_parenchymal,CCL2heart.cardiomyocyte,4.975841591525259e-07,6.303133454085231
74,heart,cardiomyocyte,parenchymal,PLAT,1.82969739619985,1.82969739619985,12,6,heart_parenchymal,PLATheart.cardiomyocyte,1.0481028033212778e-06,5.979596117423398
75,heart,cardiomyocyte,parenchymal,SERPINB2,1.81964411380315,1.81964411380315,12,6,heart_parenchymal,SERPINB2heart.cardiomyocyte,1.6928120878384898e-07,6.771391248473588
76,heart,cardiomyocyte,parenchymal,CCL17,1.78948426661304,1.78948426661304,12,6,heart_parenchymal,CCL17heart.cardiomyocyte,6.081584167419761e-06,5.2159832783663305
77,heart,cardiomyocyte,parenchymal,CXCL12,1.6386850306625103,1.0028537098782,12,8,heart_parenchymal,CXCL12heart.cardiomyocyte,0.0013604883881526968,2.8663051605969976
78,heart,fibroblast,stromal,IGFBP3,8.275042892965551,6.60587198509235,2,10,heart_stromal,IGFBP3heart.fibroblast,5e-08,7.301029995663981
79,heart,pericyte,stromal,CDKN1A,6.9687900812312895,6.9687900812312895,10,8,heart_stromal,CDKN1Aheart.pericyte,5e-08,7.301029995663981
80,heart,pericyte,stromal,CTSB,4.66011115861479,2.5980320139886897,10,6,heart_stromal,CTSBheart.pericyte,5e-08,7.301029995663981
81,heart,pericyte,stromal,CDKN1B,4.18982471141513,2.55016001343818,10,6,heart_stromal,CDKN1Bheart.pericyte,5e-08,7.301029995663981
82,heart,smooth muscle cell,stromal,IGFBP2,4.141104294478519,3.61232528110698,4,8,heart_stromal,IGFBP2heart.smooth muscle cell,0.0006101701553506389,3.214549038390613
83,heart,pericyte,stromal,VEGFA,3.67678495083369,1.29834785750827,10,6,heart_stromal,VEGFAheart.pericyte,1.040954268580431e-05,4.982568349585937
84,heart,pericyte,stromal,TIMP2,3.5912783240701103,1.2070136747707298,10,11,heart_stromal,TIMP2heart.pericyte,5.5962039362895216e-06,5.25210646737689
85,heart,smooth muscle cell,stromal,CXCL12,2.76073619631901,1.4663239152643,4,8,heart_stromal,CXCL12heart.smooth muscle cell,0.030568271493152614,1.514729118101169
86,heart,fibroblast,stromal,IRF7,2.42840174211429,1.12856535742494,2,9,heart_stromal,IRF7heart.fibroblast,0.0028856818338113418,2.5397515545444334
87,heart,pericyte,stromal,IRF7,1.6460025651988002,1.6460025651988002,10,9,heart_stromal,IRF7heart.pericyte,4.2556858481873565e-05,4.371030438850775
88,heart,pericyte,stromal,IGFBP3,1.17571611799914,1.17571611799914,10,10,heart_stromal,IGFBP3heart.pericyte,2.1751283224068708e-06,5.6625151166085255
89,hippocampus,endothelial cells,endothelial,IGFBP4,6.85920577617328,3.1478655699877103,6,7,hippocampus_endothelial,IGFBP4hippocampus.endothelial cells,0.006590298447429677,2.1810949175551615
90,hippocampus,endothelial cells,endothelial,IL15,3.2490974729241797,2.0119840708623298,6,7,hippocampus_endothelial,IL15hippocampus.endothelial cells,0.023979676477255938,1.6201566804986514
91,hippocampus,endothelial cells,endothelial,FOXO4,2.88808664259927,2.26952994156835,6,8,hippocampus_endothelial,FOXO4hippocampus.endothelial cells,0.0377543776921332,1.4230326838411946
92,hippocampus,ependymal cell,epithelial,IL7,7.602339181286539,3.83422323925756,11,8,hippocampus_epithelial,IL7hippocampus.ependymal cell,0.0019277375498743332,2.714952093047242
93,hippocampus,ependymal cell,epithelial,TIMP2,6.725146198830401,1.7976099669463501,11,11,hippocampus_epithelial,TIMP2hippocampus.ependymal cell,0.008407450020055286,2.075335705765181
94,hippocampus,ependymal cell,epithelial,GLB1,4.093567251461979,2.64429188914314,11,7,hippocampus_epithelial,GLB1hippocampus.ependymal cell,0.008845187618646923,2.053292950670721
95,hippocampus,choroid plexus cells,epithelial,CXCL14,3.6697247706422,2.40189592753602,10,10,hippocampus_epithelial,CXCL14hippocampus.choroid plexus cells,0.04669920603543847,1.3306905031032474
96,hippocampus,ependymal cell,epithelial,IGFBP2,3.50877192982456,2.63920671243325,11,8,hippocampus_epithelial,IGFBP2hippocampus.ependymal cell,0.010448678424198414,1.9809386367657549
97,hippocampus,ependymal cell,epithelial,IFI16,2.9239766081871297,2.0544113907958303,11,6,hippocampus_epithelial,IFI16hippocampus.ependymal cell,0.029686503831619714,1.5274409460900646
98,hippocampus,ependymal cell,epithelial,VEGFB,2.3391812865497,2.04932621408593,11,6,hippocampus_epithelial,VEGFBhippocampus.ependymal cell,0.01385126724157363,1.8585104915203934
99,hippocampus,excitatory neuron,parenchymal,PIGF,6.05910720910102,1.74355781506677,6,6,hippocampus_parenchymal,PIGFhippocampus.excitatory neuron,5.4311667503971534e-08,7.265106863076345
100,hippocampus,oligodendrocyte precursor cell,parenchymal,IFI16,5.00431406384814,1.34226854985389,1,6,hippocampus_parenchymal,IFI16hippocampus.oligodendrocyte precursor cell,0.00021807135067757145,3.661401386507089
101,hippocampus,excitatory neuron,parenchymal,TFEB,3.94460244837393,2.1557736840074,6,10,hippocampus_parenchymal,TFEBhippocampus.excitatory neuron,5e-08,7.301029995663981
102,hippocampus,excitatory neuron,parenchymal,IFI16,3.43761592679609,1.46543221408199,6,6,hippocampus_parenchymal,IFI16hippocampus.excitatory neuron,9.116601331023793e-08,7.040167036482847
103,hippocampus,dentate granule cell,parenchymal,IFI16,2.2010033986081803,1.1036097086219,2,6,hippocampus_parenchymal,IFI16hippocampus.dentate granule cell,3.804860245141275e-05,4.419661290504086
104,hippocampus,excitatory neuron,parenchymal,TGFB3,1.8919253122295001,1.0690640806209,6,6,hippocampus_parenchymal,TGFB3hippocampus.excitatory neuron,3.545344962064809e-06,5.450341501571896
105,intestine,epithelial cell,epithelial,CCL5,20.34540859309183,20.34540859309183,10,11,intestine_epithelial,CCL5intestine.epithelial cell,5e-08,7.301029995663981
106,intestine,epithelial cell,epithelial,CCL4,18.28138163437236,18.28138163437236,10,18,intestine_epithelial,CCL4intestine.epithelial cell,5e-08,7.301029995663981
107,intestine,epithelial cell,epithelial,IFNG,5.7708508845829805,5.7708508845829805,10,6,intestine_epithelial,IFNGintestine.epithelial cell,5e-08,7.301029995663981
108,intestine,epithelial cell,epithelial,CDKN1B,4.212299915754,2.16596053367594,10,6,intestine_epithelial,CDKN1Bintestine.epithelial cell,0.01551723615464986,1.8091856303507377
109,intestine,epithelial cell,epithelial,MMP15,3.2434709351305804,3.0759497258111,10,10,intestine_epithelial,MMP15intestine.epithelial cell,0.0014356995545288988,2.8429364343709262
110,intestine,epithelial cell,epithelial,CXCL14,3.11710193765796,3.11710193765796,10,10,intestine_epithelial,CXCL14intestine.epithelial cell,0.0006832767840678117,3.1654033352008146
111,intestine,epithelial cell,epithelial,CCL3,2.99073294018534,2.99073294018534,10,16,intestine_epithelial,CCL3intestine.epithelial cell,0.0016655625217688558,2.7784390601510838
112,intestine,epithelial cell,epithelial,CXCL16,2.6958719460825598,1.3286523649595299,10,7,intestine_epithelial,CXCL16intestine.epithelial cell,0.03152077205553067,1.5014031536396422
113,intestine,epithelial cell,epithelial,IRF7,1.6849199663016,1.6710512391390102,10,9,intestine_epithelial,IRF7intestine.epithelial cell,0.01985092817227749,1.7022191820658876
114,intestine,plasma cell,immune,CCL5,24.73684210526315,24.73684210526315,6,11,intestine_immune,CCL5intestine.plasma cell,1.2055885224968077e-06,5.918800895265447
